DOI,Printer ,Model,Bioink ,,,,,,,,,,,,Cell composition,,Needle ,,,Pressure ,,,,Temperature (°C),,,,Speed (mm/s),,Flow adjustment (s),,Crosslinking,,,,,,,,,,,Notes,
10.3390/bioengineering7020030,Life Sciences-Advanced Solutions,Biobot,Cellulose,20,wt%,,,,,,,,,,,,Cylindrical,425,μm ,14,psi,,,25,,,,5,,,,,,,,,,,,,,,Cellulose was created by dissolving in urea and NaOH.,
10.1016/j.msec.2019.109873,Allevi,Biobot,Chitosan,2,wt%,Pectin,2,wt%,,,,,,,,,Cylindrical,254,μm ,15.1,psi,10.7,psi,25,,,,6,,,,,,,,,,,,,,,,
10.1016/j.msec.2019.109873,Allevi,Biobot,Chitosan,2,wt%,Pectin,2,wt%,Lidocaine,2,wt%,,,,,,Cylindrical,254,μm ,15.1,psi,10.7,psi,25,,,,6,,,,,,,,,,,,,,,,
10.1016/j.msec.2019.109873,Allevi,Biobot,Chitosan,2,wt%,Pectin,2,wt%,Lidocaine,5,wt%,,,,,,Cylindrical,254,μm ,15.1,psi,10.7,psi,25,,,,6,,,,,,,,,,,,,,,,
10.1016/j.msec.2019.109873,Allevi,Biobot,Chitosan,2,wt%,Pectin,2,wt%,Lidocaine,10,wt%,,,,,,Cylindrical,254,μm ,15.1,psi,10.7,psi,25,,,,6,,,,,,,,,,,,,,,,
10.1088/1758-5090/aa8dd8,regenHU,3D Discovery,Pluronic F127,25,wt%,,,,,,,,,,,,Cylindrical,125,μm ,2,bar,,,24,,24,,15,,,,,,,,,,,,,,,,
10.1088/1758-5090/aa8dd8,regenHU,3D Discovery,Alginate,8,wt%,,,,,,,,,,,,Cylindrical,125,μm ,3.5,bar,,,24,,24,,10,,,,,,,,,,,,,,,Bioink contained 1% pre-crosslinked alginate,
10.1088/1758-5090/aa8dd8,regenHU,3D Discovery,Alginate,8,wt%,,,,,,,,,,,,Cylindrical,165,μm ,2,bar,,,24,,24,,10,,,,,,,,,,,,,,,Bioink contained 1% pre-crosslinked alginate,
10.1088/1758-5090/aa8dd8,regenHU,3D Discovery,Alginate,2,wt%,Gelatin,10,wt%,,,,,,,,,Cylindrical,125,μm ,0.8,bar,,,37,,10,,10,,,,,,,,,,,,,,,,
10.3390/gels6020013,Other,3D Printer,Alginate Polypyrrole,2,wt%,,,,,,,,,,,,Cylindrical,100,μm ,5,kPa,,,25,,,,2.33,,,,,,,,,,,,,,,After printing 5w/v% CaCl2 was added dropwise,
10.1002/mabi.202000106,Hyrel,Hyrel 3D System 30 Device,Gelatin,5,wt%,Cellulose,2,wt%,Alginate,2,wt%,,,,,,Cylindrical,700,μm ,,,,,25,,,,10,,,,,,,,,,,,,,,Hydrogels were crosslinked with glutaraldehyde or CaCl2 (10w/v%),
10.1021/acsami.9b22062,EnvisionTEC,Bioplotter,Alginate,10,mg/ml,Alginate Methacrylated,6,mg/ml,Chondroitin Sulfate Methacrylated,6,mg/ml,Gelatin Methacrylated,6,mg/ml,,,Cylindrical,25,Gauge,1,bar,,,5,,,,50,,,,,,,,,Irgacure 2959,.5 mg/ml,5,9,,,,
10.1021/acsami.9b22062,EnvisionTEC,Bioplotter,Alginate,10,mg/ml,Alginate Methacrylated,6,mg/ml,Chondroitin Sulfate Methacrylated,6,mg/ml,Gelatin Methacrylated,6,mg/ml,,,Cylindrical,25,Gauge,1,bar,,,5,,,,50,,,,,,,,,Irgacure 2959,.5 mg/ml,5,9,,,Contains Graphene Oxide at a concentration of .1mg/ml,
10.1021/acsami.9b22062,EnvisionTEC,Bioplotter,Alginate,10,mg/ml,Alginate Methacrylated,6,mg/ml,Chondroitin Sulfate Methacrylated,6,mg/ml,Gelatin Methacrylated,6,mg/ml,,,Cylindrical,25,Gauge,1,bar,,,5,,,,50,,,,,,,,,Irgacure 2959,.5 mg/ml,5,9,,,Contains Graphene Oxide at a concentration 1mg/ml of .1mg/ml,
10.1021/acsami.9b05460,RapidBot,RapidBot3,Gelatin,7.5,wt%,Carboxymethyl Cellulose,7.5,wt%,Hydroxyapatite,10,wt%,,,,,,Cylindrical,22,Gauge,5,psi,,,28,,25,,16.6667,,,,,,,,,,,,,,,,
10.1021/acsami.9b05460,RapidBot,RapidBot3,Gelatin,7.5,wt%,Carboxymethyl Cellulose,7.5,wt%,Hydroxyapatite,10,wt%,,,,,,Cylindrical,22,Gauge,5,psi,,,28,,-72,,16.6667,,,,,,,,,,,,,,,,
10.1021/acsami.9b05460,RapidBot,RapidBot3,Gelatin,5,wt%,Carboxymethyl Cellulose,5,wt%,Hydroxyapatite,10,wt%,,,,,,Cylindrical,22,Gauge,5,psi,,,22,,-72,,12.5,,,,,,,,,,,,,,,,
10.1002/marc.201900610,EnvisionTEC,Bioplotter,Gelatin Methacrylated,10,wt%,Pyranine,0.1,mM,,,,,,,,,,200,μm ,,,,,20,,10,,,,,,,,,,,,,,,,,0.1mM pyranine and 1mM of mBA were added to GelMA. UV crosslinking was implemeted per layer with a 365nm lamp for 1 minute. Additionally after all five layers were printed the scaffold was crosslinked for an additional minute. ,
10.3389/fbioe.2020.00400,EnvisionTEC,3D Bioplotter,Chitosan,2,wt%,Gelatin,4,wt%,,,,,,,,,Cylindrical,330,μm ,2.5,bar,,,20,,4,,2,,,,,Tripolyphosphate,10wt%,4,30,,,,,,,,
10.1248/bpb.b19-00481,CELLINK,INKREDIBLE,Hydroxypropyl Methylcellulose,3,wt%,Mannitol,2,wt%,,,,,,,,,,27,Gauge,20,kPa,,,25,,,,,,,,,,,,,,,,,,,,
10.1248/bpb.b19-00481,CELLINK,INKREDIBLE,Hydroxypropyl Methylcellulose,4,wt%,Mannitol,2,wt%,,,,,,,,,,27,Gauge,50,kPa,,,25,,,,,,,,,,,,,,,,,,,,
10.1248/bpb.b19-00481,CELLINK,INKREDIBLE,Hydroxypropyl Methylcellulose,5,wt%,Mannitol,2,wt%,,,,,,,,,,27,Gauge,70,kPa,,,25,,,,,,,,,,,,,,,,,,,,
10.1248/bpb.b19-00481,CELLINK,INKREDIBLE,Hydroxypropyl Methylcellulose,3,wt%,Mannitol,2,wt%,Catechin,0.5,wt%,,,,,,,27,Gauge,20,kPa,,,25,,,,,,,,,,,,,,,,,,,,
10.1248/bpb.b19-00481,CELLINK,INKREDIBLE,Hydroxypropyl Methylcellulose,4,wt%,Mannitol,2,wt%,Catechin,0.5,wt%,,,,,,,27,Gauge,50,kPa,,,25,,,,,,,,,,,,,,,,,,,,
10.1248/bpb.b19-00481,CELLINK,INKREDIBLE,Hydroxypropyl Methylcellulose,5,wt%,Mannitol,2,wt%,Catechin,0.5,wt%,,,,,,,27,Gauge,70,kPa,,,25,,,,,,,,,,,,,,,,,,,,
10.1016/j.carbpol.2020.116496,Invivo,Rokit,Hyaluronic Acid Oxidized,1.5,wt%,Glycol Chitosan,0.3,wt%,Iron Oxide Nanoparticles,5,wt%,,,,,,Cylindrical,25,Gauge,,,,,25,,,,5,,,,,,,,,,,,,,,,
10.1016/j.msec.2017.05.144,nScrypt,nScrypt-3D-450,Alginate,2,wt%,Gelatin,10,wt%,,,,,,,NIH 3T3 Fibroblasts,5,Cylindrical,250,μm ,15,psi,,,37,,,,2,,,,,,,,,,,,,,,Thermally gelled in the 2 w/v% nanoclay bath at room temperature.,
10.1016/j.colsurfb.2019.06.069,Other,Open Source Bioprinter,Alginate,2,wt%,Gelatin,15,wt%,,,,,,, Human amniotic epithelial cells,1,Cylindrical,330,μm ,200,kPa,,,30,,,4,7,,,,,CaCl2,2 wt%,25,1800,,,,,,,,
10.1016/j.colsurfb.2019.06.069,Other,Open Source Bioprinter,Alginate,2,wt%,Gelatin,15,wt%,,,,,,,Wharton’s jelly derived Mesenchymal Stem Cells,1,Cylindrical,330,μm ,200,kPa,,,30,,,4,7,,,,,CaCl2,2 wt%,25,1800,,,,,,,,
10.1016/j.actbio.2020.11.006,Allevi,Allevi 2,dECM Cardiac,4.6,wt%,Laponite,2.3,wt%,PEGDA,6,wt%,,,,,,Cylindrical,260,μm ,9,psi,,,25,,,,,,,,,,,,,LAP,0.4 wt%,30,,,,,
10.1016/j.actbio.2020.11.006,Allevi,Allevi 2,dECM Cardiac,4.6,wt%,Laponite,2.3,wt%,PEGDA,6,wt%,,,,,,Cylindrical,22,Gauge,8,psi,,,25,,,,,,,,,,,,,LAP,0.4 wt%,30,,,,,
10.1177/2472630317742071,Lulzbot,Lulzbot,Alginate,2,wt%,,,,,,,,,,,,Cylindrical,159,μm ,20,psi,,,23,,,,10,,,,,,,,,,,,,,,Supporting hydrogel bath was implemented,
10.1016/j.msec.2020.111008,Other,3D Printer,Carboxymethyl Celullose,50,mg/ml,Glycol Chitosan,50,mg/ml,,,,,,,,,Conical,25,Gauge,50,kPa,,,35,,,,3,,,,,,,,,,,,,,,,
10.1002/jbm.b.34771,GeSiM,BioScaffolder 3.1,Alginate,2.5,wt%,Gelatin,3.75,wt%,Laponite,0.5,wt%,,,,,,Cylindrical,250,μm ,35,kPa,30,kPa,,,,,14,11,,,,,,,,,,,,,,,
10.3390/jfb10010012,Other,Custom-Designed 3D Printer,Chitosan,5,wt%,,,,,,,,,,,,Conical,420,μm ,,,,,25,,,,6,,,,,,,,,,,,,,,,
10.1021/acs.biomac.9b01266,CELLINK,INKREDIBLE,PEOXA,2.5,wt%,,,,,,,,,,,,Conical,410,μm ,21,kPa,18,kPa,25,,,,,,,,,,,,,,,,,,,The PEOXA (poly(2-ethyl-2-oxazoline)) was functionalized with peptides LPETG and GGGG,
10.1021/acs.biomac.9b01266,CELLINK,INKREDIBLE,PEOXA,2.5,wt%,Alginate,5,wt%,Cellulose Nanofibrils,2,wt%,,,,Primary Human Articular Chondrocytes,10,Conical,410,μm ,28,kPa,20,kPa,25,,,,,,,,,,,,,,,,,,,The PEOXA (poly(2-ethyl-2-oxazoline)) was functionalized with peptides LPETG and GGGG,
10.1016/j.biomaterials.2020.120476,CELLINK,INKREDIBLE,Glycosaminoglycan Nanoparticles,0.25,mg/ml,Laponite,30,mg/ml,,,,,,,,,Conical,25,Gauge,85,kPa,50,kPa,25,,,,12,,,,,,,,,,,,,,,,
10.3390/ma11040579,Sharebot,Kiwi 4D,Methylcellulose,8,wt%,,,,,,,,,,,,,18,Gauge,,,,,26,24,,,1,,,,,,,,,,,,,,,The descending speed of the piston (along the z-axis) was 1.45 μm/s.,
10.1021/acsomega.9b03100,Allevi,Allevi 1,Hydroxypropyl Methylcellulose Sillylated,13.5,wt%,,,,,,,,,,,,Conical,27,Gauge,50,psi,40,psi,37,,,,10,,,,,,,,,,,,,,,,
10.1038/s41598-020-65050-9,GeSiM,BioScaffolder 3.1,Alginate,3,wt%,Methylcellulose,9,wt%,,,,,,,Primary Human Chondrocytes,5,Conical,410,μm ,90,kPa,,,,,,,10,,,,,CaCl2,100mM,,10,,,,,,,,
10.1038/s41598-020-65050-9,GeSiM,BioScaffolder 3.1,Calcium Phosphate Cement,100,wt%,,,,,,,,,,,,Conical,410,μm ,100,kPa,,,,,,,11,,,,,CaCl2,100mM,,10,,,,,,,,
10.1371/journal.pone.0216776,RegenHU,Bioprinter,Gelatin Methacrylated,7.5,wt%,Gellan Gum,0.2,wt%,,,,,,, C2C12 Myoblasts,4,Cylindrical,210,μm ,1.2,bar,,,26,24,,,1.6667,,,,,,,,,,,,,,,,
10.1177/2041731420967294,EnvisionTEC,Bioplotter,SPE monomer,10,wt%,Laponite,6,wt%,,,,,,,,,Cylindrical,1000,μm ,0.8,bar,,,25,,,,10,,,,,,,,,Irgacure 2959,0.4 wt%,,2200,,,"SPE stands for (N-(3-Sulfopropyl)-Nmethacroyloxyethyl- N,N-dimethylammonium betaine. Additionally, the material was cured using I2959 at 2.2 mW/cm2 for an hour ",
10.1016/j.actbio.2018.01.044,Regenovo,Commerical Bioprinter,Polyurethane,25,wt%,,,,,,,,,,Human Dermal Fibroblasts with FoxD3 Plasmid,1,Conical,410,,80,kPa,,,37,,,,8,,,,,,,,,,,,,,,,
10.1088/1748-605X/abbcc9,Biobot,Biobot,Gelatin Methacrylated,10,wt%,,,,,,,,,,,,Cylindrical,260,μm ,300,kPa,,,15,,25,,0.8333,0.1666,,,,,,,,,,60,18,,,,
10.1089/ten.TEC.2020.0053,Suzhou Intelligent Manafacturing Research Institute,Pneumatic 3D Printer,Gelatin Methacrylated,5,wt%,,,,,,,,,,,,,260,μm ,300,kPa,,,22,,,,6,,,,,,,,,,,,,,,,
10.1038/s41598-018-31880-x,CELLINK,INKREDIBLE+,Alginate,2,wt%,Gelatin,3,wt%,Matrigel,20,wt%,,,,A549 Human Epithelial Cells,7,Cylindrical,22,Gauge,20,kPa,10,kPa,20,,,,,,,,Chemical,CaCl2,100 mM,,,,,,,,,The bioink was precrosslinked with 2.5 wt% CaSO4 for 8 mins ,
10.1088/1758-5090/ab98e4,GeSiM,BioScaffolder 2.1,Gelatin,7.5,wt%,Alginate Oxidized,3.75,wt%,,,,,,, C2C12 Myoblasts,8,Cylindrical,330,μm ,30,kPa,,,30,,,,10,,,,Chemical,CaCl2,0.5 M,37,10,,,,,,,,
10.1088/1758-5090/ab98e4,GeSiM,BioScaffolder 2.1,Gelatin,7.5,wt%,Alginate Oxidized,3.75,wt%,,,,,,, C2C12 Myoblasts,8,Cylindrical,330,μm ,40,kPa,,,30,,,,10,,,,Chemical,CaCl2,0.5 M,37,10,,,,,,,,
10.1088/1758-5090/ab98e4,GeSiM,BioScaffolder 2.1,Gelatin,7.5,wt%,Alginate Oxidized,3.75,wt%,,,,,,, C2C12 Myoblasts,8,Cylindrical,250,μm ,60,kPa,,,30,,,,10,,,,Chemical,CaCl2,0.5 M,37,10,,,,,,,,
10.1021/acsomega.0c05036,Other,Extrusion-based Printer,Cellulose Nanofibrillated,1.15,wt%,,,,,,,,,,,,Cylindrical,150,μm ,200,kPa,100,kPa,25,,11,,10,,,,,CaCl2,.67wt%,,,,,,,,,,
10.1016/j.actbio.2019.04.026,3DX Printer,Biofab,Poly(ethylene vinyl acetate),100,wt%,,,,,,,,,,,,Cylindrical,250,μm ,350,kPa,,,140,130,,,1,,,,,,,,,,,,,,,,
10.1039/c9bm00480g,EnvisionTEC,3D Bioplotter,Xylorhamno-Uronic Acid Methacrylated,10,wt%,Gelatin,5,wt%,,,,,,,Human Dermal Fibroblasts,1,Cylindrical,200,μm ,3.5,bar,,,23,,15,,10,,,,,,,,,LAP,0.06 wt%,,,,,,
10.1088/1758-5090/ab0692,EnvisionTEC,3D Bioplotter,Gelatin,5,wt%,Alginate,4,wt%,,,,,,,,,Cylindrical,510,μm ,2.2,bar,1.5,bar,26,,4,,20,,,,,,,,,,,,,,,,
10.1088/1758-5090/ab0692,EnvisionTEC,3D Bioplotter,Gelatin,5,wt%,Alginate,4,wt%,Cellulose Nanofibrils,0.25,wt%,,,,,,Cylindrical,511,μm ,2.1,bar,1.5,bar,26,,4,,45,30,,,,,,,,,,,,,,,
10.1088/1758-5090/ab0692,EnvisionTEC,3D Bioplotter,Gelatin,5,wt%,Alginate,4,wt%,Bioactive Glass,1,wt%,,,,,,Cylindrical,512,μm ,3.5,bar,1.6,bar,26,,4,,25,17,,,,,,,,,,,,,,,
10.1088/1758-5090/ab0692,EnvisionTEC,3D Bioplotter,Gelatin,5,wt%,Alginate,4,wt%,Cellulose Nanofibrils,0.25,wt%,Bioactive Glass,1,wt%,,,Cylindrical,513,μm ,3.2,bar,2,bar,26,,4,,65,50,,,,,,,,,,,,,,,
10.1088/1758-5090/ab0692,EnvisionTEC,3D Bioplotter,Gelatin,5,wt%,Alginate,4,wt%,,,,,,,Saos-2 Human Bone Osteosarcoma cells,5,Cylindrical,514,μm ,1.8,bar,0.9,bar,26,,4,,35,20,,,,,,,,,,,,,,,
10.1088/1758-5090/ab0692,EnvisionTEC,3D Bioplotter,Gelatin,5,wt%,Alginate,4,wt%,Cellulose Nanofibrils,0.25,wt%,,,,Saos-2 Human Bone Osteosarcoma cells,5,Cylindrical,515,μm ,2,bar,1.5,bar,26,,4,,45,35,,,,,,,,,,,,,,,
10.1088/1758-5090/ab0692,EnvisionTEC,3D Bioplotter,Gelatin,5,wt%,Alginate,4,wt%,Cellulose Nanofibrils,0.25,wt%,,,,Human Bone Marrow-derived Mesenchymal Stem Cells,5,Cylindrical,516,μm ,2.8,bar,2.6,bar,26,,4,,47,40,,,,,,,,,,,,,,,
10.1088/1758-5090/ab0692,EnvisionTEC,3D Bioplotter,Gelatin,5,wt%,Alginate,4,wt%,Bioactive Glass,1,wt%,,,,Saos-2 Human Bone Osteosarcoma cells,5,Cylindrical,517,μm ,3,bar,1.9,bar,26,,4,,25,15,,,,,,,,,,,,,,,
10.1088/1758-5090/ab0692,EnvisionTEC,3D Bioplotter,Gelatin,5,wt%,Alginate,4,wt%,Cellulose Nanofibrils,0.25,wt%,Bioactive Glass,1,wt%,Saos-2 Human Bone Osteosarcoma cells,5,Cylindrical,518,μm ,3.2,bar,2,bar,26,,4,,63,50,,,,,,,,,,,,,,,
10.1088/1758-5090/ab0692,EnvisionTEC,3D Bioplotter,Gelatin,5,wt%,Alginate,4,wt%,Cellulose Nanofibrils,0.25,wt%,Bioactive Glass,1,wt%,Human Bone Marrow-derived Mesenchymal Stem Cells,5,Cylindrical,519,μm ,3,bar,2.4,bar,26,,4,,57,50,,,,,,,,,,,,,,,
10.1021/acsbiomaterials.9b00843,GeSiM,BioScaffolder 3.1,Gelatin Methacrylated,10,wt%,,,,,,,,,,,,,150,μm ,120,kPa,,,30,,5,,10,,,,,,,,,LAP,2 mol%,,,,,,
10.3390/jfb9040063,Allevi,Biobot 1,Alginate,2,wt%,,,,,,,,,,NIH 3T3 Fibroblasts GFP,5,Cylindrical,256,μm ,2.4,psi,1.8,psi,37,,,40,,,,,Chemical,CaCl2,500 mM,,,,,,,,,,
10.3390/jfb9040063,Allevi,Biobot 1,Alginate,3,wt%,,,,,,,,,,Human-adipose tissue derived Mesenchymal Stem Cells,5,Cylindrical,256,μm ,2.8,psi,2.1,psi,37,,,40,,,,,Chemical,CaCl2,500 mM,,,,,,,,,,
10.3390/jfb9040063,Allevi,Biobot 1,Alginate,4,wt%,,,,,,,,,,NIH 3T3 Fibroblasts GFP,5,Cylindrical,256,μm ,13.1,psi,9.9,psi,37,,,40,,,,,Chemical,CaCl2,500 mM,,,,,,,,,,
10.18063/ijb.v6i4.296,Other,DIW 3D Printer,Gelatin,10,wt%,Transglutaminase,5,wt%,,,,,,,,,Cylindrical,200,μm ,700,kPa,1,kPa,40,,,,16,,,,,Transglutaminase,5wt%,,,,,,,,,,
10.1002/smll.202004452,Naiad,Naiad V1 3D Printer, Pluronic F127,40,wt%,Magnetic nanoflowers,210,mM,,,,,,,,,Conical,150,μm ,2,bar,,,18,,,,25,,,,,,,,,,,,,,,,
10.1016/j.actbio.2019.05.062,EnvisionTEC,3D Printer,Gelatin Norbornene,5,wt%,Gelatin Thiolated,5,wt%,,,,,,,,,Conical,200,μm ,2.3,bar,,,27,,,,5,,,,,,,,,LAP,2mol%,600,5,,,,
10.1016/j.actbio.2019.05.062,EnvisionTEC,3D Printer,Gelatin Methacrylated,10,wt%,,,,,,,,,,,,Conical,200,μm ,0.7,bar,,,23,,,,10.833,,,,,,,,,LAP,2mol%,600,5,,,,
10.1016/j.colsurfb.2018.08.006,Other,Tissform III,Gelatin,10,wt%,Alginate,1,wt%,Fibrinogen,1,wt%,,,,GSC23 Glioblastoma Cells,0.1,Cylindrical,260,μm ,,,,,25,,,10,3.5,,,,,,,,,CaCl2,3wt%,3,,,,,
10.1002/adhm.201800418,RegenHU,3D Discovery,Gelatin Methacrylated,10,wt%,,,,,,,,,,Equine-derived Mesenchymal Stromal Cells,20,Cylindrical,,,0.5,bar,,,18,15,,,25,,,,,,,,,Irgacure 2959,0.1wt%,,,,,,
10.1002/adhm.201800418,RegenHU,3D Discovery,Pluronic F127,40,wt%,,,,,,,,,,,,Cylindrical,,,1,bar,,,25,,,,22,,,,,,,,,,,,,,,,
10.1088/1758-5090/8/3/035012,BioBots,Biobot Beta,Gelatin Methacrylated,10,wt%,,,,,,,,,,NIH 3T3 Fibroblasts,0.5,Cylindrical,27,Gauge,80,psi,,,,,,,8,,,,,,,,,LAP,0.25wt%,,,,,,
10.1088/1758-5090/8/3/035012,BioBots,Biobot Beta,Gelatin Methacrylated,15,wt%,,,,,,,,,,,,Cylindrical,27,Gauge,110,psi,100,psi,,,,,8,,,,,,,,,LAP,0.25wt%,,,,,,
10.1088/1758-5090/8/3/035012,BioBots,Biobot Beta,Gelatin Methacrylated,20,wt%,,,,,,,,,,,,Cylindrical,27,Gauge,130,psi,,,,,,,8,,,,,,,,,LAP,0.25wt%,,,,,,
10.1007/s13205-018-1341-9,Tsginshua University,Tissform III,Gelatin,10,wt%,Alginate,2,wt%,,,,,,,RSC96 Neuronal Schwann Cells,2,Cylindrical,260,μm ,,,,,37,,,8,3.5,,,,,CaCl2,3wt%,,3,,,,,,,Extrusion of 0.15 mL/s. Gel was crosslinked with 3 w/v% of CaCl2 post printing,
10.1021/acsbiomaterials.0c00940,CELLINK,BIOX,Hyaluronic Acid Methacrylated,10,mg/ml,Collagen,3,mg/ml,,,,,,,,,,27,Gauge,70,kPa,50,kPa,25,,,,10,,,,,,,,,LAP or Irgacure 2959,3mg/ml,2,,,,Using either 3mg/ml of LAP or I2959 the scaffold was crosslinked with UV for 2 seconds every 2 layers,
10.1039/c5tb01645b,RegenHU,3D Discovery,PEG-NIPAAm-HPMACys,7.5,wt%,PEG NHS,3.8,wt%,,,,,,,,,Conical,250,μm ,3.4,bar,,,25,,37,,5,,,,,,,,,,,,,,,,
10.1039/c5tb01645b,RegenHU,3D Discovery,PEG-NIPAAm-HPMACys,7.5,wt%,HA NHS,1.6,wt%,,,,,,,,,Conical,250,μm ,3.4,bar,,,25,,37,,5,,,,,,,,,,,,,,,,
10.1039/c5tb01645b,Sys+Eng,BioScaffolder,pHMGCL-NHS,100,wt%,,,,,,,,,,,,Cylindrical,25,Gauge,400,kPa,,,140,,,,4.1667,,,,,,,,,,,,,,,pHMGCL-NHS stands for poly(hydroxymethylglycolide-co-ε-caprolactone. ,
10.1021/bm801463q,EnvisionTEC,Bioplotter,Pluronic F127 di(alpha-bromoesters),25,wt%,,,,,,,,,,,,Cylindrical,210,μm ,2,bar,,,4,,,,16,,,,,,,,,Irgacure 2959,0.1wt%,300,6,,,,
10.1039/c3tb21159b,,KIMM SPS1000 Bioplotter,Alginate,3,wt%,Acrylamide,,wt%,,,,,,,,,Cylindrical,337,μm ,130,kPa,30,kPa,25,,,,,,,,,CaCl2,0.1M,,,,,,,,,Variations of CaCl2-based hydrogel crosslinking were tested,
10.1002/adhm.201800213,Other,Microextrusion Printer,Pluronic F127,30,wt%,Metformin Hydrochloride,12.5,mg/ml,,,,,,,,,Conical,27,Gauge,12,psi,,,25,,,,10,,,,,,,,,,,,,,,Metformin Hydrochloride is a oral agent used to treat diabetes.,
10.1002/adhm.201800213,Other,Microextrusion Printer,Pluronic F127,30,wt%,Glyburide,100,mg/ml,,,,,,,,,Conical,22,Gauge,8,psi,,,25,,,,8,,,,,,,,,,,,,,,Acarbose is a oral agent used to treat diabetes.,
10.1002/adhm.201800213,Other,Microextrusion Printer,Pluronic F127,30,wt%,Acarbose,1,mg/ml,,,,,,,,,Conical,27,Gauge,12,psi,,,25,,,,10,,,,,,,,,,,,,,,Glyburide is a oral agent used to treat diabetes.,
10.1021/acsami.7b03613,nScrypt,nScrypt-3D-450,PEGDA,6,wt%,Laponite,10,wt%,,,,,,,,,Conical,250,μm ,25,psi,22,psi,25,,,,1,0.75,,,,,,,,,,,,,,Printed structures were exposed to UV light for 10 minutes.,
10.1021/acsami.7b03613,nScrypt,nScrypt-3D-450,Alginate,0.5,wt%,Laponite,6,wt%,,,,,,,,,Conical,250,μm ,25,psi,22,psi,25,,,,1,0.75,,,,,,,,,,,,,,Printed structure was submerged in 2 wt% CaCl2,
10.1021/acsami.7b03613,nScrypt,nScrypt-3D-450,Gelatin,10,wt%,Laponite,7,wt%,,,,,,,,,Conical,250,μm ,25,psi,22,psi,25,,,,1,0.75,,,,,,,,,,,,,,,
10.1016/j.mtbio.2020.100058,regenHU,3D Discovery,Hyaluronic Acid Tyramine Functionalized,25,mg/ml,Collagen 1,5,mg/mL,,,,,,,,,Cylindrical,15,Gauge,0.2,bar,,,22,20,,,8,,,,,,,,,,,,,,,,
10.1016/j.mtbio.2020.100058,regenHU,3D Discovery,Hyaluronic Acid Tyramine Functionalized,25,mg/ml,Collagen 1,5,mg/mL,,,,,,,,,Cylindrical,18,Gauge,1.6,bar,,,22,20,,,8,,,,,,,,,,,,,,,,
10.1002/adfm.201801850,Other,Custom Microextrusion Printer,Gelatin,7.5,wt%,Fibrinogen,10,mg/mL,Hyaluronic Acid,3,mg/mL,Calcium chloride,2.5,mM,PCS‐201‐010 Primary Dermal Fibroblasys,10,Cylindrical,100,μm ,1,psi,0.5,psi,37,,,,3,1,,,Chemical,Thrombin/Transglutaminase,100 U/mL/0.2 wt%,37,20,,,,,,,Hydrogels crosslinked with thrombin/transglutaminase at 100U/mL and 0.2 wt% respectively. ,
10.1002/adfm.201801850,Other,Custom Microextrusion Printer,Gelatin,7.5,wt%,Fibrinogen,10,mg/mL,Hyaluronic Acid,3,mg/mL,Calcium chloride,2.5,mM,hiPSC‐derived Ventral Spinal Neuronal Progenitor Cells,10,Cylindrical,100,μm ,1,psi,0.5,psi,37,,,,3,1,,,Chemical,Thrombin/Transglutaminase,100 U/mL/0.2 wt%,37,20,,,,,,,Hydrogels crosslinked with thrombin/transglutaminase at 100U/mL and 0.2 wt% respectively. ,
10.1002/adfm.201801850,Other,Custom Microextrusion Printer,Gelatin,7.5,wt%,Fibrinogen,10,mg/mL,Hyaluronic Acid,3,mg/mL,Calcium chloride,2.5,mM,miPSC‐derived Oligodendrocyte Progenitor Cells,10,Cylindrical,100,μm ,1,psi,0.5,psi,37,,,,3,1,,,Chemical,Thrombin/Transglutaminase,100 U/mL/0.2 wt%,37,20,,,,,,,Hydrogels crosslinked with thrombin/transglutaminase at 100U/mL and 0.2 wt% respectively. ,
10.1002/adfm.201801850,Other,Custom Microextrusion Printer,Matrigel,50,wt%,,,,,,,,,,hiPSC‐derived Ventral Spinal Neuronal Progenitor Cells,10,Cylindrical,100,μm ,1,psi,0.5,psi,4,,,,3,1,,,,,,,,,,,,,,,
10.1002/adfm.201801850,Other,Custom Microextrusion Printer,Matrigel,50,wt%,,,,,,,,,,miPSC‐derived Oligodendrocyte Progenitor Cells,10,Cylindrical,100,μm ,1,psi,0.5,psi,4,,,,3,1,,,,,,,,,,,,,,,
10.1002/adfm.201801850,Other,Custom Microextrusion Printer,Matrigel,50,wt%,,,,,,,,,,PCS‐201‐010 Primary Dermal Fibroblasys,10,Cylindrical,100,μm ,1,psi,0.5,psi,4,,,,3,1,,,,,,,,,,,,,,,
10.1002/adfm.201801850,Other,Custom Microextrusion Printer,Gelatin Methacrylated,7.5,wt%,,,,,,,,,,hiPSC‐derived Ventral Spinal Neuronal Progenitor Cells,10,Cylindrical,100,μm ,1,psi,0.5,psi,37,,,,3,1,,,,,,,,LAP,0.05 wt%,,,,,Hydrogels crosslinked with 0.05 wt% LAP as the photoinitiator,
10.1002/adfm.201801850,Other,Custom Microextrusion Printer,Gelatin Methacrylated,7.5,wt%,,,,,,,,,,miPSC‐derived Oligodendrocyte Progenitor Cells,10,Cylindrical,100,μm ,1,psi,0.5,psi,37,,,,3,1,,,,,,,,LAP,0.05 wt%,,,,,Hydrogels crosslinked with 0.05 wt% LAP as the photoinitiator,
